kingdom	superclass	class	subclass	direct_parent	rows
0	2448	2279	1527	1527	5549
0	264	265	1093	4252	5534
0	12	3909	262	333	5521
0	2	1798	4418	4418	5514
0	12	258	1445	260	5498
0	2	2491	226	226	5494
0	261	3467	3496	3496	5475
0	2	211	1213	1913	5474
0	12	3909	262	489	5459
0	2837	4475	2838	290	5454
0	2	1983	1983	1983	5445
0	12	259	1550	2440	5434
0	12	259	1551	1357	5413
0	4603	323	129	2467	5412
0	12	259	1551	1757	5406
0	2	3408	3408	3408	5403
0	4603	323	2926	2926	5396
0	2	2118	2118	2118	5392
0	2	2128	2128	2128	5392
0	261	1614	2581	2581	5372
0	261	3467	1630	3472	5367
0	2	2491	226	1923	5353
0	267	2528	2609	2609	5350
0	12	175	3809	3813	5335
0	3865	4036	4491	4491	5330
0	2	2782	2782	2782	5330
0	2	436	436	436	5287
0	4603	323	11	215	5255
0	4150	1650	1650	1650	5245
0	2	123	123	123	5240
0	2837	4475	2838	17	5235
0	2448	22	155	155	5200
0	264	419	1169	1169	5198
0	2	2490	79	2337	5176
0	261	334	3637	3637	5163
0	2	436	93	2326	5159
0	4	1187	2132	2133	5103
0	2	1640	1641	1641	5094
0	12	175	637	3067	5052
1	424	1270	1270	1270	5028
0	2	1455	4188	4188	5015
0	1392	1510	1510	1510	4970
0	2	2091	2091	2091	4936
0	264	498	1369	1369	4924
0	2	2490	2211	2211	4914
0	2	1346	75	4531	4903
0	4603	323	1831	4808	4875
0	4603	463	463	463	4853
0	12	259	1606	1606	4801
0	4603	323	1831	2494	4799
0	4603	323	11	1675	4796
0	261	334	2585	2592	4792
0	2	436	95	2329	4761
0	264	402	408	3460	4740
0	2	4139	4139	4139	4740
0	2	3412	3413	199	4738
0	2	328	177	177	4713
0	2448	25	3007	3007	4698
0	4707	278	117	2375	4658
0	4603	323	1831	1373	4655
0	2	2835	2835	2835	4648
0	267	2865	1022	1022	4640
0	2	319	150	150	4614
0	2	2491	250	250	4589
0	4			4	4587
0	261	334	1111	1583	4561
0	2	76	3491	1126	4555
0	12	175	3809	1647	4551
0	2	2005	2005	2005	4548
0	12	175	2391	2391	4534
0	2448	2279	176	4699	4532
0	2	4140	4140	4140	4528
0	12	258	1125	1559	4527
0	4603	323	1831	3978	4526
0	2448	2279	41	3954	4502
0	261	334	337	1632	4498
0	2448	2279	176	4815	4458
0	4	1209	1209	1209	4434
0	2	1396	1855	2558	4427
0	4603	323	11	2815	4408
0	264	265	1548	3000	4397
0	2	160	162	4411	4383
0	2448	2279	1935	4513	4381
0	2	123	3410	2817	4366
0	264	265	1093	1166	4353
0	2	436	83	2640	4353
0	2			2	4312
0	261	29	29	29	4302
0	12	259	1554	1410	4285
0	4603	323	1831	280	4265
0	12	258	3567	1403	4252
0	4707	278	2449	470	4249
0	264	1112	1200	1200	4198
0	4603	323	11	2813	4194
0	2	1965	1965	1965	4192
0	2448	2279	1276	1276	4189
0	2448	1851	316	316	4176
0	261	145	1743	1743	4176
0	264	265	1093	1165	4172
0	2	1346	75	4486	4156
0	12	259	1283	1770	4149
0	2	50	50	50	4102
0	279	381	381	381	4099
0	4603	3940	414	3951	4042
0	289	2306	2306	2306	4027
0	2	1895	1895	1895	4026
0	2	2490	88	88	4014
0	2	90	2554	2555	3981
0	2	1253	3912	3912	3979
0	12	258	1691	1490	3978
0	12	256	2218	1681	3973
0	264	364	1655	1655	3969
0	12	259	2049	4081	3968
0	2	295	72	72	3958
0	2	2943	2945	2945	3955
0	2	195	2953	2953	3948
0	2448	2279	321	4414	3934
0	264	1236	1236	1236	3930
0	261	2650	2651	356	3922
0	12	3909	1334	2518	3915
0	2	436	87	4207	3898
0	2448	2279	176	2611	3890
0	264	389	1416	1416	3873
0	2	2566	2195	2195	3847
0	2448	134	2320	2774	3846
0	12	256	2217	332	3804
0	2	4788	4789	2378	3802
0	12	259	1551	3788	3795
0	4707	278	2449	2452	3791
0	4707	278	117	2394	3784
0	2	4416	4416	4416	3769
0	2	89	4151	4151	3762
0	261	145	2908	2907	3740
0	462	1370	3194	3205	3713
0	4603	323	254	1092	3704
0	1392	1969	1969	1969	3696
0	12	258	1445	1104	3696
0	2448	134	2320	2769	3685
0	2448	134	2320	2773	3669
0	2448	134	2320	2772	3667
0	2	89	3317	3317	3666
0	4603	323	1831	2122	3661
0	4603	323	1831	2913	3656
0	2	2491	226	1883	3647
0	279	2756	2756	2756	3641
0	2	4407	4407	4407	3639
0	261	1890	1890	1890	3633
0	2837	4475	2838	2840	3625
0	2	4407	4409	4409	3621
0	3630	3631	2036	2036	3617
0	2	89	1322	4627	3616
0	4603	323	1831	2436	3594
0	4707	278	2449	1145	3589
0	12	256	2216	3839	3589
0	12	256	2218	1395	3579
0	2	98	4105	4105	3567
0	4707	278	2449	2460	3563
0	12	259	1550	3655	3542
0	264	472	1359	1359	3538
0	12	256	2219	2219	3533
0	4707	278	490	4705	3530
0	12	256	1263	1256	3530
0	4707	278	375	474	3524
0	2448	2279	176	3008	3516
0	400	4327	4327	4327	3514
0	2	4396	4396	4396	3512
0	261	334	1586	1586	3511
0	4603	323	1831	4809	3507
0	264	4434	270	2237	3500
0	267	4565	4565	4565	3484
0	261	145	358	2568	3481
0	2448	134	1286	136	3478
0	4603	323	11	3308	3448
0	12	258	1295	3236	3440
0	12	257	1418	1418	3399
0	279	4131	4823	4823	3371
0	2	295	4097	4098	3367
0	4707	278	117	1673	3357
0	267	2528	2608	2608	3347
0	4707	278	410	410	3344
0	261	2642	2642	2642	3339
0	4	1187	2131	2131	3329
0	4	3260	3260	3260	3321
0	264	3890	3890	3890	3293
0	1392	1511	1511	1511	3292
0	2448	2279	36	4613	3289
0	267	2868	2864	2864	3289
0	4603	323	129	2511	3252
0	12	258	1013	1687	3251
0	462	1370	3194	4445	3247
0	4707	278	503	386	3236
0	462	1370	3194	3200	3203
0	2	219	219	219	3200
0	2	1455	1926	452	3192
0	2448	2279	176	2789	3173
0	264	364	1521	1521	3147
0	4603	463	1804	1804	3142
0	2	1983	1982	1982	3141
0	2	1816	1987	1987	3139
0	2	97	3216	3216	3138
0	12	258	1295	1295	3128
0	4603	323	1831	2088	3124
0	3297	1539	1539	1539	3120
0	267	2866	1031	1031	3113
0	3865	4036	4099	4099	3108
0	4603	323	11	2094	3106
0	2	436	83	83	3086
0	2	1859	4419	4419	3079
0	2	1797	245	3453	3078
1	423	454	550	550	3071
0	4707	278	2449	2454	3068
0	267	506	1042	1042	3067
0	2448	2279	369	143	3022
0	261	2506	507	507	3020
0	264	403	1180	1180	3015
0	2	1819	2496	2496	2990
0	2448	2279	176	4576	2989
0	2	89	4152	4543	2969
0	12	258	1125	1560	2968
0	264	265	13	4787	2945
0	289	4799	4799	4799	2926
0	279	2749	2749	2749	2922
0	261	476	1391	465	2909
0	261	334	1615	1136	2907
0	4707	278	112	1208	2903
0	4707	278	411	1010	2892
0	4603	463	2071	2071	2889
0	261	2506	2586	2687	2859
0	4469	4478	4478	4478	2858
0	2448	2279	176	1108	2846
0	4603	323	1831	1118	2831
0	4603	323	1831	3420	2812
0	2	1455	716	716	2808
0	12	256	2220	2220	2798
0	2	1796	1796	1796	2792
0	4603	323	11	1698	2779
0	4	1202	2352	2352	2774
0	2	1889	1889	1889	2758
0	2	159	1864	2409	2755
0	264	498	498	498	2746
0	12	259	1550	2872	2729
0	4603	1308	1308	1308	2726
0	12	3909	298	298	2722
0	2448	18	151	1598	2713
0	4707	278	411	3079	2701
0	2	224	308	308	2686
0	264	402	408	4696	2678
0	12	258	1125	1555	2654
0	2	1928	1928	1928	2651
0	2	2943	2946	2946	2651
0	2	4189	4190	4190	2643
0	261	334	2585	2591	2625
0	2837	4474	2500	4620	2623
0	264	265	13	3025	2614
0	261	1614	2582	2582	2612
0	2	4788	4789	4827	2587
0	12	3909	3327	1090	2578
0	2448	134	2320	2775	2553
0	2	211	1213	1916	2549
0	2	191	191	191	2544
0	12	259	1550	1789	2543
0	2	484	1154	1154	2542
0	462	1370	3194	4444	2537
0	2837	4477	4477	4477	2534
0	4603	323	1831	2123	2533
0	12	258	1125	1557	2531
0	2448	2279	1091	3969	2517
0	2	436	95	4003	2517
0	4707	278	497	497	2515
0	2448	2279	176	1779	2508
0	264	4020	4020	4020	2505
0	4707	278	112	114	2494
0	2448	2279	284	3602	2494
0	261	2506	4154	4154	2492
0	2448	22	22	22	2491
0	2	2693	2798	2798	2485
0	2	91	2287	2287	2480
0	12	258	3567	3567	2473
0	261	147	1788	1788	2471
0	264	402	408	408	2455
0	12	3909	3327	3327	2452
0	2448	2279	4743	4743	2450
0	2	315	4201	4201	2447
0	2	1253	56	1714	2444
0	12	259	1283	2119	2441
0	279	2719	2721	2721	2434
0	2	3412	3413	203	2425
0	2	109	110	110	2416
0	264	265	2445	2445	2413
0	267	2868	2862	2862	2407
0	2	123	3410	3543	2403
0	2	1979	1979	1979	2397
0	264	419	419	419	2392
0	4603	323	132	132	2388
0	264	265	1093	2354	2371
0	261	334	3520	3520	2369
0	400	401	1309	1309	2365
0	2	294	4711	4711	2350
0	289	1509	1296	1296	2335
0	264	402	408	4619	2330
0	462	1370	3194	4698	2328
0	289	1506	1544	1619	2312
0	12	3909	324	1461	2312
0	2448	4650	4650	4650	2310
0	3630	3633	3633	3633	2306
0	12	259	1550	2456	2300
0	289	2342	2342	2342	2300
0	12	259	1551	2738	2277
0	4707	278	4776	3034	2267
0	2	4788	4789	2087	2266
0	12	259	1550	2874	2251
0	261	147	161	161	2250
0	261	2506	2617	1608	2249
0	2	301	1578	1109	2247
0	12	257	3258	4305	2243
0	2448	2279	32	3277	2242
0	2	98	4106	4106	2213
0	2	211	183	1637	2202
0	12	259	1550	3583	2193
0	4603	323	129	2512	2188
1	422	426	426	426	2171
0	289	3737	4351	4351	2165
0	2448	134	2320	2771	2147
1	423	437	437	437	2144
0	289	1509	2148	2158	2131
0	4603	463	395	4091	2128
0	1392	1510	47	47	2124
0	2	123	3410	3521	2123
0	264	403	3455	1184	2122
0	12	3909	513	1422	2121
0	261	253	142	142	2118
1	423	454	549	549	2117
0	2	1253	1908	3017	2103
0	261	334	337	1584	2102
0	2	107	2790	2790	2101
0	289	1506	1544	1618	2098
0	4	1187	2132	2132	2078
0	2	98	4105	4637	2076
0	2	484	3373	3373	2054
0	4	2800	4089	4089	2052
0	12	175	637	2264	2048
0	4603	323	129	2509	2047
1	424	461	538	538	2046
0	264	265	1137	1137	2043
0	2	91	2287	2417	2035
0	4707	278	490	4706	2034
0	4603	323	11	3573	2032
0	289	479	2179	2179	2032
0	4603	323	11	3574	2031
0	2448	2279	325	325	2029
0	261	476	1391	2503	2028
0	2	368	1312	1312	2025
0	2448	2279	176	3085	2024
0	2	76	4758	4205	2019
0	2448	2279	41	3955	2009
0	4603	323	11	1542	2003
0	2448	2279	119	119	1980
0	4603	323	11	2260	1978
0	4603	323	11	2210	1976
0	4603	323	1831	1223	1962
0	2448	2279	4203	4203	1958
0	261	2507	2508	2508	1954
0	264	269	1269	1269	1951
0	2	1253	2374	2374	1950
0	289	4502	4503	4503	1947
0	2448	2279	176	487	1944
0	2448	134	2320	2768	1932
0	12	258	1194	3060	1931
0	2	71	1336	1336	1923
0	289	479	2178	2178	1920
0	2	1819	1912	1912	1917
0	12	258	2340	2340	1912
0	261	334	2585	2595	1900
0	2	2699	2704	2707	1893
0	267	2867	1027	3961	1875
0	12	3909	1766	1766	1865
0	2	436	95	225	1863
0	279	3805	3805	3805	1863
0	4707	278	112	115	1848
0	4	1198	121	121	1841
0	12	3909	324	1095	1837
0	261	2507	2507	2507	1831
0	2448	24	24	24	1823
0	462	1523	1524	4072	1821
0	1392	3686	1604	1613	1820
0	261	147	2902	2902	1818
0	2	1346	75	1927	1817
0	279	1775	4128	4128	1812
0	264	265	13	4555	1809
0	267	2867	1027	3960	1806
0	264	3891	3891	3891	1806
0	4603	323	11	1541	1805
1	424	443	588	588	1795
0	2	1384	1386	1386	1789
0	264	265	1093	475	1784
0	264	2285	499	499	1781
0	12	259	1551	2875	1780
0	400	4484	4484	4484	1771
0	4707	278	112	3295	1770
0	4	1198	1368	1368	1769
0	261	145	2908	2908	1768
0	2	221	221	221	1766
0	4	1232	1232	1232	1765
0	2	2491	217	2836	1763
0	2448	134	134	134	1758
0	2	2920	2922	2922	1752
0	2	1253	1908	1762	1751
0	12	259	1551	8	1743
0	12	256	1749	1749	1743
0	12	259	1550	2051	1740
0	2	4141	4141	4141	1739
0	2	3	3	3	1733
0	2	195	372	372	1729
0	12	175	3815	4782	1729
0	289	3468	3468	3468	1719
0	264	402	408	3869	1711
0	4478			4478	1699
0	2	2490	4461	4461	1692
0	2	4407	4408	4408	1686
0	2	4388	4388	4388	1679
0	12	259	1552	2883	1678
0	2	89	1966	4259	1677
0	2448	2279	176	4578	1674
0	2	109	384	1249	1673
0	12	259	1551	2003	1668
0	462	1370	3194	4481	1662
0	12	3909	262	339	1659
0	2	1797	245	1998	1659
0	2	76	3491	3489	1658
0	2	123	3410	4774	1654
0	2	1884	1884	1884	1653
0	264	402	408	3457	1650
0	12	3918	1522	1522	1650
0	264	403	4258	2626	1635
0	2	2491	2083	2083	1633
0	261	334	1111	3535	1632
0	261	1614	3650	3650	1622
0	289	1509	2147	1620	1618
0	12	259	1534	1545	1609
0	264	265	13	4320	1608
0	12	259	1534	1546	1607
0	2	160	162	2318	1606
0	2	3412	3413	3413	1596
0	264	402	1204	1204	1595
0	2	1819	1819	1819	1592
0	2448	134	1310	4657	1587
0	279	2748	2748	2748	1586
0	2	123	3410	3483	1584
0	264	3889	3889	3889	1580
0	12	175	175	175	1573
0	2	2804	2807	2803	1569
1	423	435	1074	1074	1568
0	261	334	2991	2990	1567
0	289	4404	4404	4404	1562
0	4707	278	1306	1306	1562
0	2	50	1243	1243	1558
0	264	265	1093	376	1556
0	2448	2279	417	4525	1555
0	2448	2360	2360	2360	1542
0	2448	2279	4640	4640	1541
0	264	265	1093	1164	1540
0	2	1253	1908	1763	1538
0	2448	2279	3981	3981	1531
0	12	175	3808	1597	1530
0	264	265	4450	4451	1527
0	261	334	2991	2993	1524
0	2	211	210	4720	1517
0	264	3385	4164	4164	1514
0	2	2936	2936	2936	1513
0	2	98	1922	1922	1512
0	12	258	1295	3233	1510
0	261	3467	1630	3473	1509
0	2	107	2576	2576	1508
0	261	334	2585	2593	1502
0	2	2059	2060	2060	1494
0	261	334	2585	2590	1493
0	2	2491	217	217	1492
0	12	175	3808	3263	1491
0	264	1303	1572	1572	1491
0	267	2528	2607	2607	1487
0	279	2672	2672	2672	1481
0	12	259	1551	3494	1473
0	2	89	1322	4626	1469
0	400	3014	3015	3015	1466
0	289	1509	2147	1621	1465
0	2448	2279	399	399	1464
0	4603	463	395	395	1463
0	12	258	1445	1124	1462
0	279	2750	2750	2750	1461
0	261	2506	1612	1828	1461
0	2837	4475	1566	1566	1457
0	261	2506	3530	3530	1455
0	12	256	3389	3389	1453
0	462	1523	1524	4347	1451
0	261	334	1111	1737	1442
0	3865	4036	4036	4036	1432
0	261	334	1111	3534	1430
0	4	1187	2131	2130	1423
0	2	109	384	384	1415
0	2	2491	108	197	1414
0	2	2699	2704	2704	1411
0	2	4191	3409	3409	1410
0	279	1786	1786	1786	1408
0	4603	323	1831	156	1408
0	2	2090	3625	3625	1406
0	462	1370	3194	4480	1403
0	2	160	162	4410	1400
0	2	97	1936	1936	1398
0	12	258	1692	1692	1396
0	12	175	3809	3810	1396
0	264	1813	1938	1938	1392
1	424	460	534	534	1385
0	2	2052	742	742	1383
0	2	243	243	243	1382
0	4707	278	112	1207	1381
0	12	258	1686	1686	1378
0	264	389	1113	1113	1375
0	2	221	1325	1325	1374
0	264	2285	2484	2484	1373
0	4603	323	11	3049	1371
0	289	1509	2148	2162	1369
0	2448	23	1871	4688	1367
0	2	2389	189	4397	1356
0	264	265	13	4176	1354
0	264	265	13	3024	1354
0	2	2566	2567	2567	1350
0	2	1455	1926	1926	1346
0	4	1234	1234	1234	1338
0	261	145	3484	3486	1331
0	12	256	3404	3404	1330
0	2	4376	4376	4376	1328
0	2448	134	1310	397	1322
0	12	259	1534	2802	1319
0	2	98	4105	4735	1315
0	12	258	1295	3027	1308
0	2	90	2257	2028	1308
0	2448	2279	2536	2536	1304
0	2448	18	151	3952	1301
0	12	3909	262	471	1301
0	267	2868	3888	3888	1299
0	289	3737	3738	3738	1299
0	264	1303	1572	4748	1297
0	2	4788	4789	4167	1295
0	2	436	81	4727	1295
0	12	259	1551	2877	1290
0	2448	48	49	49	1285
0	2	106	106	106	1282
0	2	1253	2570	2570	1279
0	264	498	415	415	1279
0	12	258	2724	2729	1265
0	12	259	1606	1575	1263
0	4603	323	11	3050	1263
0	2448	2279	176	3539	1251
0	2448	2279	176	4577	1249
0	264	265	1093	3989	1246
0	4150	1650	1674	1674	1238
0	2	160	162	1458	1235
0	261	2506	2506	2506	1221
0	2448	2279	41	3956	1219
0	2	1253	1734	2829	1215
0	2	103	103	103	1215
0	12	258	1701	1701	1213
0	2	160	162	4412	1209
0	3865	3929	3929	3929	1209
0	264	3107	3107	3107	1205
0	12	258	1013	1447	1205
0	264	364	2022	2023	1202
0	264	265	1093	4684	1201
0	12	257	3258	1432	1201
0	2448	2279	32	2761	1200
0	2	1854	1854	1854	1199
0	264	364	517	2023	1199
0	289	480	2181	2181	1195
0	2448	2279	4208	4212	1194
0	2	4401	4401	4401	1193
0	261	334	337	3508	1192
0	279	3778	3778	3778	1192
0	289	3737	1134	1134	1192
0	267	2867	4157	4157	1191
0	264	265	3132	4715	1191
0	264	402	408	4618	1188
0	261	334	337	3013	1186
0	4707	278	2892	2895	1185
0	12	258	1445	1110	1183
0	261	476	2810	4561	1165
0	4603	323	11	1697	1161
0	2448	134	141	4505	1160
0	279	2679	2680	2680	1155
0	2	2491	235	3202	1153
0	3865	4036	4099	4488	1153
0	2	2490	1080	1843	1145
0	289	1506	1491	1502	1139
0	4603	323	11	3305	1136
0	2448	2279	4208	4215	1136
0	2	3477	3477	3477	1135
0	4707	278	375	4667	1129
0	1392	3686	3686	3686	1126
0	2	160	162	162	1124
0	264	3934	3936	3936	1120
0	2	160	162	168	1119
0	4707	278	411	3078	1112
0	289	663	663	663	1111
0	4603	463	2067	2067	1110
0	289	3737	3715	3715	1110
0	2	3094	3094	3094	1109
0	4603	323	11	3925	1109
0	261	334	1111	2996	1104
0	12	258	1125	1807	1102
0	2	2127	2127	2127	1097
0	2	106	1888	1888	1093
0	12	175	3809	3811	1092
0	4707	278	411	411	1091
0	2	2100	1379	1381	1090
0	2448	4812	4812	4812	1085
0	264	4434	270	3075	1084
0	2	377	377	377	1083
0	2	436	81	4725	1083
0	2	1446	1446	1446	1082
0	279	2755	2755	2755	1078
0	2448	23	3653	3653	1071
0	279	2719	2823	2823	1062
0	12	259	1550	3582	1060
0	2	66	1340	1340	1060
0	2	211	390	391	1058
0	2	359	359	359	1057
0	261	2506	1607	3528	1056
0	2	123	3410	4775	1055
0	4	1201	1201	1201	1055
0	4603	323	254	2539	1054
0	261	2507	1633	1633	1052
0	2	1253	1734	4424	1052
0	12	259	1550	2517	1049
0	261	3415	3415	3415	1041
0	289	1506	1293	1293	1039
0	2	4370	4370	4370	1038
0	2	1253	56	2240	1036
0	2448	134	2320	2770	1033
0	279	3759	3759	3759	1031
0	12	259	1551	2906	1029
0	4	1198	1368	1190	1029
0	264	403	4258	4258	1024
0	2	2490	2016	2016	1024
0	4603	323	1831	3672	1013
0	4707	278	490	490	1013
0	12	3909	262	340	1011
0	264	265	13	2620	1007
0	12	259	1534	1547	998
0	2	89	1322	2254	998
0	12	259	357	357	997
0	2448	2655	2655	2655	996
0	264	403	1181	1181	994
0	4707	278	4776	4777	992
0	12	258	1445	2198	990
0	2	220	1323	1323	982
0	4707	278	157	157	971
0	4707	278	112	116	970
0	12	256	2215	3402	970
0	289	3796	3394	3394	967
0	12	256	2215	3403	967
0	2	484	1116	1116	965
0	12	3909	513	519	964
0	2	3770	3770	3770	964
0	264	269	269	269	962
0	12	259	1551	2550	959
0	4603	323	1831	2435	955
0	12	259	1283	1543	951
0	2	123	3410	1735	948
0	12	259	1550	3562	947
0	261	238	238	238	945
0	2448	2279	4112	4112	944
0	264	2285	499	3882	939
0	16	1678	1678	1678	937
0	261	2506	2586	2602	935
0	4707	278	2892	2893	933
0	4	4195	4195	4195	931
0	12	259	1551	1760	929
0	2	305	4390	4406	928
0	279	1794	1794	1794	922
0	279	2679	2680	2746	922
0	289	1506	2134	2175	922
0	264	1303	1303	1303	918
0	264	4434	270	2959	915
0	261	3467	1630	3542	914
0	4707	278	117	2395	910
0	267	506	1043	1043	907
0	4603	323	1831	2492	904
0	12	259	1283	1768	902
0	2	312	2818	4636	891
0	279	4131	4822	4822	891
0	12	257	3258	3257	887
0	12	258	1445	1159	884
0	2	2052	2910	2910	884
0	12	175	3264	3264	878
0	279	2679	2747	2747	876
0	2448	2653	2653	2653	876
0	12	259	1823	1823	876
0	2448	2279	176	2947	875
0	12	259	1550	2245	872
0	12	259	1283	2046	870
0	4707	278	2449	2453	868
0	2	1853	1853	1853	868
0	2448	2279	176	3106	867
0	264	2285	2285	2285	864
0	4707	278	117	1267	863
0	4150	1579	1872	1872	862
0	12	256	2215	3832	860
0	1392	3419	3419	3419	855
0	12	258	1295	4158	855
0	261	334	1111	3678	855
0	2	1884	2288	2289	851
0	2448	134	1286	182	846
0	2	1884	1885	1885	845
0	264	269	3461	3462	844
0	279	2719	1795	1795	843
0	2	2052	2052	2052	842
0	4707	278	7	7	842
0	279	3755	3755	3755	838
0	4	1157	1157	1157	837
0	2	211	183	4271	837
0	12	259	1550	3752	835
0	2448	134	1286	4272	835
0	2	211	2247	2247	834
0	264	2285	2484	1231	826
0	12	3909	1766	2201	825
0	2	484	3372	3372	825
1	424	450	858	858	822
0	261	334	1615	3504	819
0	264	265	2445	2446	818
0	4707	278	503	1282	817
0	12	3909	262	1537	816
0	279	2671	2671	2671	816
0	2	2100	1379	1379	811
0	2	1634	3536	3536	811
0	4707	278	375	3280	808
0	12	259	1825	1825	807
0	2	159	1864	1864	807
0	12	259	1551	2916	806
0	261	2506	2586	2689	805
0	2837	4475	2843	2438	805
0	264	265	346	1271	805
0	1392	3686	1604	3423	804
0	4707	278	117	3091	804
0	4707	278	4752	4752	799
0	4603	323	1831	4673	799
0	12	3909	504	512	797
0	264	265	1093	4527	796
0	4603	323	129	1605	795
0	2	109	110	3039	793
0	4	2800	2800	2800	793
0	462	1523	1524	4090	790
0	2	252	1805	1805	790
0	2	160	160	160	788
0	264	1236	1667	1667	788
0	264	402	1204	3870	785
0	3630	3631	1152	2459	779
1	424	458	530	530	778
0	261	334	1111	2997	778
0	2	1455	1593	1593	776
0	1392	1844	1844	1844	773
0	4603	323	129	4343	772
0	462	4442	4442	4442	769
0	2	160	162	172	769
0	2	312	4294	4294	769
0	264	265	1093	3283	767
0	2	1875	1875	1875	766
0	264	402	1204	3868	765
0	12	259	1535	1535	763
0	2	105	1315	1315	763
1	424	443	589	589	762
0	12	258	2381	2381	762
0	2	2058	2058	2058	762
0	264	2035	3443	3443	760
0	4603	323	1831	2912	759
0	2448	2653	2654	2654	758
0	2	71	1337	1337	758
0	2	301	3109	3109	755
0	264	1236	1237	1237	754
0	2	1629	80	2110	754
0	4603	323	11	2365	752
0	279	2188	2188	2188	751
0	2	92	92	92	751
0	2	2937	2937	2937	751
0	12	256	2213	2213	750
0	261	3467	1630	3509	748
0	12	258	2039	2039	748
0	2	123	3410	3519	747
1	424	442	584	584	746
0	4603	323	11	1499	745
0	279	2659	2659	2659	744
0	289	1997	1997	1997	742
0	2	412	412	412	741
0	2	436	1822	2056	740
0	2	94	1349	1349	740
0	264	265	346	4579	739
1	424	456	526	526	739
0	279	1782	2780	2780	739
0	261	1649	2355	2355	738
0	4603	323	11	3575	737
0	12	259	1551	4013	737
0	289	1509	2147	1622	735
0	12	259	1551	351	734
0	2	2491	235	235	734
0	4	1198	121	2025	734
0	462	1370	2795	4575	729
0	12	256	2215	3186	729
0	4	1198	1188	1188	724
0	4	1666	1666	1666	721
0	4150	1579	1778	1778	721
0	4603	323	11	3307	720
0	279	4131	4131	4131	719
0	267	2865	1023	1023	717
0	2	1443	4681	4682	715
0	4603	323	388	388	714
0	264	3385	4164	4662	713
0	2448	25	1906	1906	713
0	3865	126	126	126	713
0	261	334	337	1587	712
0	12	258	3364	3364	710
0	4603	323	11	2191	709
0	264	364	517	1229	707
0	12	256	3389	3388	706
0	4603	323	11	2814	705
0	12	259	1534	2231	705
0	12	258	1295	3232	704
0	264	265	1093	3033	698
0	1392	3686	1604	3422	698
0	12	258	2724	2728	697
0	12	258	1445	2194	697
0	2	1910	2573	2573	693
0	2	160	162	3066	693
0	289	1506	2134	2141	688
0	12	258	1194	3059	688
0	264	269	1175	1175	687
0	261	334	337	1594	685
0	4603	323	129	129	684
0	12	256	2215	2215	684
0	2448	134	2320	2777	682
0	2	1346	3361	3361	680
0	2	436	99	4202	679
0	12	256	2213	1289	678
0	12	175	637	637	677
0	264	1813	1939	1601	676
0	3865	4036	3998	4078	674
0	2	436	93	4001	674
0	4603	323	129	2856	674
0	462	1523	1529	4568	673
0	12	258	2382	2382	670
1	424	444	444	444	660
0	264	472	266	266	658
0	12	259	1311	1311	656
0	12	3909	3327	3208	655
0	2837	4475	2838	1019	652
1	3866			3866	652
0	264	1303	1572	3384	651
0	261	2507	2508	2898	649
0	4603	323	1831	3673	646
0	264	265	4132	4133	646
0	279	1493	1493	1493	643
0	12	258	1295	3238	643
0	264	1813	2010	2009	641
0	2	2490	2211	2232	635
0	261	2506	2586	2606	635
1	423	453	555	555	633
0	4707	278	3993	4184	633
0	2	1455	353	352	633
0	12	256	2220	1676	633
0	289	3737	4364	4364	631
0	2	193	272	272	630
0	2	218	1158	3032	629
0	261	334	2991	3006	624
0	2	98	4105	4721	622
0	12	3909	513	46	621
1	424	450	854	854	621
0	261	334	2585	2594	621
0	462	1523	1523	1523	620
0	264	265	13	1192	614
0	2	822	822	822	614
0	2	211	210	4392	614
1	423	435	1073	1073	609
0	4603	323	129	2286	609
0	12	259	1535	1117	607
0	267	2867	1027	3958	607
0	4707	278	4776	4778	606
0	4707	278	112	2235	606
0	4707	278	4504	1375	605
0	12	258	2340	3053	604
0	2	2466	2466	2466	604
0	12	259	1534	2801	601
0	261	334	1111	3540	601
0	2	343	192	192	596
1	424	445	656	656	595
0	2	1346	67	2265	594
0	261	334	337	1362	588
0	462	1523	1524	1524	588
0	267	2528	2610	2610	588
1	424	442	442	442	588
0	12	258	2979	2979	588
0	2	211	390	4096	586
0	12	258	1295	3229	586
0	2	509	1882	1882	585
0	2	1797	245	249	584
0	12	3616	3616	3616	583
0	12	258	1295	3228	583
0	2	1797	245	1505	580
0	2	89	184	184	578
0	261	2506	1612	3526	578
1	424	442	583	583	577
0	2	2052	861	861	577
0	4	1094	3885	3885	577
0	462	1370	2468	2429	573
0	264	265	13	3350	573
0	4	3135	3135	3135	573
0	2	1253	1780	1780	569
0	4707	278	3992	3992	568
1	424	450	843	843	567
0	261	334	337	3507	567
0	261	334	2585	2588	566
0	261	2506	1612	1612	562
0	264	269	3461	3461	562
0	2448	2279	4676	4674	558
0	3630	3633	3688	3688	556
0	2448	4650	4653	4653	555
0	12	256	2214	2214	550
0	12	256	2213	3827	546
0	264	268	1172	1172	545
0	4603	463	363	363	543
0	3865	4036	3997	4064	543
1	424	443	587	587	542
0	12	256	2213	1638	540
0	289	3737	3746	3746	538
1	424	450	837	837	535
0	261	334	337	3012	535
0	2	82	1342	1342	535
0	2	66	1338	1338	535
1	422	1450	1450	1450	534
0	462	4440	4440	4440	532
0	12	259	1551	2548	532
0	4603	323	1831	2493	532
