kingdom	superclass	class	subclass	direct_parent	rows
1	424	441	560	560	42
0	4707	278	1668	3197	42
1	424	451	734	734	42
1	424	447	767	767	42
0	12	3909	3327	3225	42
0	261	334	337	3645	42
0	279	3427	3916	3428	42
1	424	449	797	797	42
0	12	259	1551	4016	42
0	2	1881	1881	1881	42
0	462	1370	2468	2040	41
0	462	1370	405	4280	41
0	261	145	1536	1536	41
0	289	3737	3706	3706	41
0	2	4788	4789	4334	41
0	4	2485	2485	2485	41
0	12	259	1550	3584	41
0	2448	23	3597	3596	41
0	4707	278	4693	4694	41
0	261	334	2991	2989	41
0	4603	463	396	4092	41
1	422	1452	1452	1452	41
0	4707	278	4776	366	40
1	1568	3944	3944	3944	40
1	424	446	700	700	40
0	264	1813	1951	1951	40
0	2	2090	3624	3623	40
0	12	1980	1980	1980	40
0	289	3737	3710	3710	40
0	2	4373	4373	4373	40
0	261	334	1111	2713	40
0	4603	463	3294	3294	40
0	264	2027	2027	2027	39
0	2	2939	2941	2941	39
1	424	450	857	857	39
1	424	450	856	856	39
0	12	259	1551	3560	39
0	12	259	1551	2998	39
1	424	440	580	580	38
0	12	259	1551	3781	38
0	2	360	360	360	38
0	267	2867	1027	3963	38
0	462	1370	3194	3895	38
0	279	3427	3916	3916	38
0	4603	323	11	4101	38
0	2	4788	4789	4384	38
1	424	451	713	713	37
1	424	446	674	674	37
0	4707	278	411	4723	37
1	424	449	2371	2371	37
0	4	1198	3436	3436	37
0	12	3909	3327	4179	37
0	289	1297	1300	1300	36
1	424	445	640	640	36
0	12	258	1194	2973	36
0	12	3909	3327	3182	36
0	289	1297	1297	1297	36
0	2	1886	1886	1886	36
0	289	3737	3705	3705	36
0	12	256	2213	1847	36
0	12	256	2218	3836	36
0	3609			3609	36
0	261	334	337	3643	36
0	4603	463	1839	1839	36
0	12	259	1535	3859	35
1	423	435	1059	1059	35
0	2	4236	4236	4236	35
0	289	3737	3712	3712	35
0	2	1881	2579	2579	35
0	261	2506	1742	1742	35
1	423	435	1049	1049	34
1	424	451	932	932	34
1	424	446	687	687	34
1	424	446	2369	2369	34
0	12	3616	3620	3617	34
1	424	450	842	842	34
0	4603	463	1838	1838	34
1	423	435	1058	1058	34
0	12	259	1551	4153	34
1	424	1270	1470	1474	33
1	424	457	545	545	33
0	462	1370	3194	3267	33
0	261	145	358	358	33
0	4707	278	7	1046	33
0	264	3219	3219	3219	33
1	423	435	1060	1060	32
1	424	445	665	665	32
1	424	447	750	750	32
0	289	1509	2147	2248	32
0	4603	463	2068	2068	32
1	424	447	762	762	32
0	12	256	1459	1727	32
0	261	2506	2901	2901	32
1	3866	4076	4076	4076	32
1	424	458	529	529	31
1	424	445	669	669	31
1	424	450	996	996	31
1	423	435	1081	1081	31
1	424	441	557	557	31
0	12	259	1551	3559	31
0	12	259	1535	4277	31
0	4603	323	11	4100	31
0	261	334	1111	3679	31
0	12	3909	513	1011	30
1	424	1270	1470	3289	30
1	424	449	819	819	30
0	3865	4036	4489	4489	30
0	4	4163	4163	4163	30
0	12	3909	3327	3329	30
0	2448	2279	2361	2361	30
0	12	259	1551	3779	30
0	12	258	2977	2977	30
1	424	1270	1470	1475	29
1	424	445	632	632	29
1	424	445	648	648	29
0	2	2566	2932	4691	29
1	424	451	736	736	29
1	424	459	543	543	29
0	279	3757	3757	3757	29
0	2	4788	4789	4335	29
0	12	258	2976	2976	29
0	2448	2279	1091	4222	29
0	2	97	4336	4340	29
0	264	3934	4306	4306	29
0	12	258	1194	3247	29
0	279	2665	2668	2668	29
1	424	445	643	643	29
0	4603	463	363	4562	29
0	267	1518	3274	3274	29
0	289	3654	3654	3654	29
1	424	446	912	912	28
0	4	2800	4730	4730	28
0	12	1981	1981	1981	28
0	462	1370	405	4056	28
0	289	1868	1868	1868	28
0	2	97	1936	4006	28
0	2448	2279	1091	4528	28
0	2448	23	3597	3595	28
1	422	1451	1451	1451	28
0	2	4736	4737	4737	28
0	2448	2279	176	4011	28
0	4603	323	11	373	28
0	289	1014	1014	1014	27
1	423	435	1086	1086	27
0	2448	2279	176	4035	27
0	462	1370	405	4281	27
1	424	445	658	658	27
0	12	3909	3327	4301	27
0	2	2804	2807	2807	27
0	4603	463	2072	2072	27
0	261	334	3637	3638	27
0	4603	323	1831	1345	27
0	4603	463	2069	2069	27
0	2	98	4106	4732	27
1	424	451	719	719	27
0	12	3909	3327	3177	27
1	424	446	672	672	26
1	424	445	664	664	26
0	3865	3929	4604	4604	26
0	462	1370	349	4583	26
0	289	1509	1492	2244	26
0	12	259	1551	3546	26
1	424	451	740	740	26
0	261	334	1111	1361	26
0	261	2506	2586	2599	26
0	4603	463	1740	1740	26
0	462	1370	2469	2426	26
0	264	265	13	4082	26
0	264	4136	4137	4138	26
0	2	4659	4660	4660	25
1	424	448	620	620	25
1	424	449	804	804	25
0	4603	323	129	2513	25
0	279	3773	3773	3773	25
0	2	3092	3093	3093	25
0	261	145	358	2830	25
0	2	220	1835	1835	25
0	2	2428	2428	2428	25
0	2	2939	2940	2940	25
0	2448	2279	176	1107	25
1	424	1270	1470	1472	24
0	264	4246	4246	4246	24
0	12	258	2724	2734	24
0	289	1509	2148	2163	24
0	12	259	1535	3856	24
0	12	258	2383	2383	24
0	12	256	2220	4263	24
0	4	1157	4516	4516	24
0	4603	463	1840	1840	24
0	289	4498	4498	4498	24
0	12	259	2221	3028	23
1	424	445	659	659	23
1	424	450	992	992	23
0	4	1198	1368	1191	23
1	424	459	541	541	23
1	423	435	1056	1056	23
1	424	450	1005	1005	23
0	4707	278	1520	1520	23
0	1392	3686	1970	1970	23
0	289	1506	2134	2140	23
0	12	256	2220	4265	23
0	264	1813	1954	1954	23
0	261	334	334	334	23
0	462	1370	2795	4573	23
0	12	256	2216	3841	23
0	289	1506	2134	2171	23
0	12	258	2340	3253	23
0	2	2389	189	1791	22
0	2448	2279	176	4033	22
1	424	450	830	830	22
0	267	2867	1027	4049	22
1	424	446	683	683	22
0	12	3616	3620	3619	22
0	261	334	4182	4182	22
0	2	2226	2226	2226	22
0	2	436	93	4770	21
0	267	2867	1027	3967	21
0	2448	2279	35	3666	21
0	2	484	3378	3377	21
0	2	1797	245	1999	21
0	264	1813	1950	1950	21
0	12	3909	513	4814	21
0	12	258	1295	3226	21
0	264	3875	3875	3875	21
0	2	436	78	4786	21
0	2	4736	4738	4738	21
0	12	257	3391	3391	21
0	4603	323	1831	3447	20
0	12	258	2724	2736	20
0	2	4375	4375	4375	20
0	2	1253	1715	4393	20
0	12	175	637	3343	20
0	12	258	1295	2970	20
1	424	447	955	955	20
0	12	256	2219	2120	20
0	267	2867	1027	3966	20
0	4603	1308	4567	4567	20
0	261	334	337	3640	20
0	462	4614	4614	4614	20
0	12	256	2214	1684	20
0	2	89	1948	2753	19
1	424	1442	1075	1075	19
0	12	257	3392	1972	19
0	4603	463	395	4088	19
1	424	445	907	907	19
1	424	445	898	898	19
1	424	448	598	598	19
0	4603	323	1831	3448	19
0	264	1813	1958	1958	19
0	4	1198	1198	1198	19
0	12	256	2219	3851	19
0	4707	278	2449	3068	19
0	3630	3631	2396	2396	19
0	12	256	2215	3834	19
0	2	4345	4345	4345	19
1	424	445	633	633	18
1	424	450	989	989	18
1	424	1270	1470	1489	18
0	12	256	1459	1459	18
0	4603	323	1831	2522	18
1	424	445	649	649	18
0	264	1813	1952	1952	18
0	2448	2279	1091	4221	18
0	4707	278	3973	3973	18
1	424	445	642	642	18
0	12	259	1551	4119	18
1	424	446	681	681	17
1	424	451	723	723	17
0	462	1370	349	4249	17
0	4603	323	11	1695	17
1	424	445	904	904	17
0	289	1509	2148	2159	17
0	264	419	3994	3994	17
0	289	1506	2134	2169	17
0	279	3756	3756	3756	17
0	2	97	4336	4341	17
0	289	3737	3724	3729	17
0	4603	463	230	230	17
0	12	259	1551	1147	17
0	12	258	3364	3367	17
0	3630	3631	3701	3622	17
0	462	1370	3194	3269	17
0	3630	3633	4599	4599	17
0	4	3154	3154	3154	17
1	424	1270	1470	1471	16
1	424	446	682	682	16
1	424	445	890	890	16
0	12	258	2724	385	16
1	424	451	747	747	16
1	423	435	1083	1083	16
0	267	2867	1027	4048	16
0	462	1370	2468	2032	16
0	12	3909	3327	3206	16
0	462	1371	407	407	16
0	289	3737	3724	3732	16
1	424	445	2294	2294	16
0	279	1390	1390	1390	16
0	4	1157	3591	3591	16
1	424	445	631	631	16
1	424	450	862	862	16
0	400	2488	2488	2488	16
0	289	1509	2147	4795	15
1	424	1442	1076	1076	15
1	423	435	1082	1082	15
1	424	446	707	707	15
1	424	445	666	666	15
1	424	445	889	889	15
0	4603	323	11	1170	15
0	279	3754	3754	3754	15
1	424	445	650	650	15
0	2	2675	2675	2675	15
0	2	1253	1908	1810	15
0	12	258	1295	2968	15
0	12	256	2220	1330	15
0	4603	463	1222	1222	15
0	2	233	3464	3464	15
0	261	2506	2586	2597	15
0	3865	4036	3997	4369	15
0	3630	3631	1152	4554	15
1	424	449	980	980	15
0	12	256	2218	1682	15
1	423	435	1050	1050	14
1	424	446	671	671	14
0	279	2679	2680	2193	14
1	424	448	616	616	14
0	289	4499	4499	4499	14
0	2	301	2584	2613	14
0	264	3934	3936	4722	14
0	2	4382	4382	4382	14
0	289	3737	3713	3713	14
0	279	1821	3769	3769	14
0	2	436	148	1203	14
0	12	259	1551	3401	14
1	423	435	1048	1048	13
1	424	450	867	867	13
0	462	1370	405	4245	13
1	424	451	737	737	13
1	423	435	1087	1087	13
0	279	1775	1775	1775	13
0	4	1198	1672	1196	13
0	12	3909	3327	3185	13
0	462	1370	405	4241	13
0	289	3737	3709	3709	13
0	462	1370	405	4185	13
0	2	4736	4740	4740	13
0	2	103	2853	2853	13
0	264	3113	3113	3113	13
1	424	447	785	785	13
0	12	3909	513	383	13
1	424	445	905	905	12
1	424	1270	1470	1486	12
1	424	445	893	893	12
1	424	449	803	803	12
1	424	446	913	913	12
1	424	1270	1470	1487	12
1	423	435	1066	1066	12
1	424	446	909	909	12
1	424	451	738	738	12
0	12	256	3853	3321	12
0	4	3130	1265	1265	12
0	4603	323	4601	4601	12
0	2448	2279	35	3664	12
1	424	450	3293	3293	12
0	264	265	13	3336	12
1	424	450	988	988	12
0	2	160	162	171	12
0	264	1813	1955	1955	12
0	12	3909	331	3450	12
0	12	256	3807	3807	12
0	12	258	1295	3240	12
0	12	3909	331	1102	12
0	3630	3633	2461	2461	12
0	264	265	13	1938	12
1	424	446	673	673	11
1	424	446	697	697	11
0	400	2489	2489	2489	11
0	261	2506	2586	2598	11
0	2	222	4422	4422	11
0	462	1370	349	349	11
0	261	334	337	3647	11
0	12	259	1535	3858	11
0	4603	463	2067	4602	11
0	264	4826	4826	4826	11
0	3630	3633	3193	3193	11
1	424	450	864	864	11
0	264	364	4447	4447	11
1	424	450	860	860	11
0	4603	323	11	1848	11
0	261	145	4821	4821	11
0	462	1370	405	4240	10
1	424	446	689	689	10
1	424	451	930	930	10
1	424	445	908	908	10
1	424	450	1000	1000	10
1	424	446	927	927	10
0	2	3696	3696	3696	10
1	424	450	1002	1002	10
0	289	1506	1491	1752	10
0	12	258	1194	2972	10
0	2448	23	1871	4689	10
0	2448	2279	1091	4220	10
0	2448	2279	176	4034	10
1	424	450	834	834	10
0	12	256	2217	2217	10
1	424	450	832	832	10
0	12	3909	262	1531	10
0	12	256	2216	3842	10
0	279	1775	4130	4130	10
0	4603	463	1153	1153	10
1	424	449	975	975	10
1	424	449	2300	2300	10
0	4707	278	4776	4779	10
0	289	3737	3714	3714	10
0	4707	278	112	3296	10
0	267	2867	1027	4050	9
0	2	484	3378	3375	9
1	3866	4039	4039	4039	9
1	424	451	3292	3292	9
1	424	1270	1470	1485	9
1	423	435	1069	1069	9
0	12	259	1535	3854	9
1	424	459	540	540	9
1	423	435	2290	2290	9
1	424	446	708	708	9
1	424	451	933	933	9
0	264	4248	4248	4248	9
1	424	447	967	967	9
0	2	2491	1932	1932	9
0	279	2662	2662	2662	9
1	424	445	906	906	9
0	264	4247	4247	4247	9
0	289	3737	3734	3734	9
0	12	175	637	3064	9
0	264	1813	1942	1942	9
0	289	3737	3724	3731	9
0	261	2506	3470	3470	9
0	12	258	2724	2735	9
0	264	1112	1199	1199	9
0	2	2782	4346	4346	9
0	462	1523	4539	4539	9
0	462	1371	4492	4492	9
1	424	450	2304	2304	9
1	424	457	544	544	9
1	424	447	777	777	9
0	2	2100	1383	1383	9
0	12	257	3258	1089	9
0	264	4434	4439	4439	9
0	12	3909	3327	4180	9
1	424	451	947	947	8
1	424	446	918	918	8
1	424	445	902	902	8
1	424	451	938	938	8
1	423	435	1068	1068	8
1	424	455	521	521	8
0	279	3020	3020	3020	8
0	2	1253	1908	1809	8
0	12	3656	3656	3656	8
0	4603	323	11	4261	8
0	2	436	148	1128	8
1	424	451	722	722	8
0	12	3909	331	3908	8
0	12	256	2220	4264	8
0	4	510	3077	3077	8
1	424	1270	1470	1473	8
1	424	447	952	952	8
0	261	2506	1612	3579	8
1	424	446	910	910	8
1	424	450	849	849	8
0	12	259	1550	3563	8
1	424	445	639	639	8
1	424	445	662	662	8
0	12	257	3258	1436	8
0	12	257	3258	1430	8
0	12	257	3258	1433	8
0	12	256	2220	4307	8
1	424	450	848	848	7
1	424	451	711	711	7
1	1568	4057	4054	4054	7
1	424	455	523	523	7
1	424	448	881	881	7
1	424	446	698	698	7
1	424	450	1003	1003	7
1	424	449	816	816	7
0	289	1506	1491	1993	7
1	424	449	969	969	7
0	289	3737	3711	3711	7
0	12	175	3809	3825	7
0	12	257	3391	3604	7
0	4707	278			7
0	261	334	337	3505	7
0	279	2719	2822	2822	7
1	424	449	814	814	7
1	424	450	995	995	7
0	3865	4036	4040	4041	7
1	424	450	838	838	7
1	424	450	863	863	7
1	424	449	799	799	7
0	3630	3631	3701	2033	7
0	279	3760	3760	3760	7
0	12	256	2216	2216	7
0	2	2061	2061	2061	7
1	424	451	721	721	7
0	264	265	13	4260	7
0	12	3909	3327	4256	7
0	2	2401	2401	2401	7
0	12	3909	324	3661	7
0	2	484	3378	3374	6
1	424	451	944	944	6
1	424	445	667	667	6
1	424	446	922	922	6
1	424	445	653	653	6
1	424	445	897	897	6
1	424	449	820	820	6
0	2	1253	1464	1464	6
0	289	1997	1420	1417	6
1	424	446	678	678	6
0	2	2699	2704	2706	6
0	2	2100	1379	2107	6
0	261	145	3191	3191	6
0	3630	3633	4588	4588	6
1	424	450	847	847	6
1	424	447	949	949	6
0	2	493	493	493	6
1	424	449	973	973	6
0	279	1435	1435	1435	6
0	3608			3608	6
0	2	1253	1908	2828	6
0	12	256	2216	1298	6
0	4603	463	2079	2079	6
0	264	2427	3126	3126	6
0	264	2544	2544	2544	6
0	12	259	1551	3561	6
0	279	1775	4127	4127	6
1	423	435	1053	1053	5
1	424	1270	1470	404	5
0	4707	278	3835	3835	5
1	423	435	1064	1064	5
0	12	256	2214	3287	5
0	2	2804	2805	2805	5
0	279	1783	1783	1783	5
0	289	3737	3724	3730	5
0	279	381	3022	3022	5
0	12	3616	3621	3614	5
1	424	451	710	710	5
1	424	446	917	917	5
0	264	1813	1901	1901	5
0	12	256	2220	4266	5
1	424	451	745	745	5
0	4707	278	4606	4608	5
0	289	1509	2148	2157	5
1	424	445	670	670	5
1	424	447	968	968	5
1	424	449	807	807	5
0	264	2533	2533	2533	5
1	424	451	743	743	5
1	424	451	718	718	5
0	2	4736	4739	4739	5
1	424	449	818	818	5
0	12	259	1535	478	5
0	264	1813	1947	1947	5
0	400	1438	4663	4663	5
0	4	1198	1368	3433	5
0	462	1370	405	4244	5
1	424	1442	2270	2270	4
0	462	277	277	277	4
1	424	450	1006	1006	4
0	264	265	13	4556	4
1	424	1270	1470	1478	4
1	424	446	924	924	4
1	424	448	604	604	4
0	12	256	1751	1751	4
0	289	3737	3726	3726	4
1	424	451	942	942	4
0	462	1370	2469	2469	4
0	4707	278	375	4535	4
1	424	446	704	704	4
0	12	258	1194	2986	4
0	264	265	13	3335	4
1	424	446	928	928	4
0	264	265	13	1964	4
0	2	1859	1899	1899	4
1	424	446	705	705	4
1	424	1270	1470	1480	4
1	424	450	840	840	4
0	12	258	1194	2975	4
1	424	446	688	688	4
0	462	277	287	287	4
1	424	451	730	730	4
1	424	447	759	759	4
1	424	447	776	776	4
1	424	445	652	652	4
0	3630	3631	3701	3701	4
0	462	1370	405	4242	4
1	424	451	929	929	4
1	424	447	957	957	4
1	424	447	958	958	4
0	12	175	3808	3808	4
1	424	445	647	647	4
0	462	1370	405	4243	4
0	462	1370	2469	2477	4
0	4	1198	3436	3438	4
1	424	451	712	712	4
0	3297	1539	3309	3309	4
1	424	445	641	641	4
1	423	435	1084	1084	3
0	2	377	4134	4134	3
1	424	451	945	945	3
1	3866	4494	4494	4494	3
0	289	3748	3748	3748	3
0	2	2052	2102	2102	3
1	424	455	520	520	3
0	2448	134	2520	2521	3
1	424	450	845	845	3
0	289	4501	4501	4501	3
1	424	451	732	732	3
0	289	3737	3803	3803	3
0	279	1821	3766	3766	3
1	424	451	729	729	3
0	264	1813	1945	1945	3
1	424	450	851	851	3
0	4603	323	129	4564	3
0	4603	463	1841	1841	3
0	4150	1650	1674	4804	3
1	424	450	998	998	3
1	424	449	972	972	3
0	12	256	2216	1719	3
1	424	446	701	701	3
1	424	446	703	703	3
0	2	2692	2692	2692	3
1	424	451	741	741	3
0	2	1346	75	4172	3
1	424	448	621	621	3
1	3866	4102	4102	4102	3
0	12	259	1535	3857	3
0	4603	463	4820	4820	3
0	261	334	337	3644	3
0	2	301	15	4520	3
0	12	256	2219	3852	3
0	289	1509	2148	2167	3
1	424	450	990	990	3
0	264	2427	2427	2427	3
0	3297	1539	1690	1690	3
0	2	1859	4417	4420	3
0	4707	278	490	4514	3
0	3630	3631	3701	2034	3
0	4603	323	11	3702	3
1	424	449	800	800	3
1	424	449	978	978	3
0	279	3427	3917	3917	3
0	2	301	1592	1592	3
0	264	2427	3127	3127	2
1	424	448	608	608	2
1	424	447	778	778	2
1	424	445	636	636	2
0	12	257	3391	3605	2
0	279	1775	4125	4125	2
1	423	435	1079	1079	2
0	462	1370	2469	2479	2
0	2	2854	2854	2854	2
1	424	1270	1470	1481	2
0	267	1518	3275	3275	2
1	424	445	891	891	2
1	424	447	763	763	2
1	424	448	872	872	2
0	264	2462	3883	3884	2
0	4603	463	2066	2066	2
0	12	256	2214	3288	2
0	264	3874	3874	3874	2
0	12	258	1295	2969	2
0	267	1514	1514	1514	2
1	424	447	751	751	2
0	4	3130	3262	3262	2
0	264	419	3894	3894	2
1	424	445	651	651	2
0	279	1784	1784	1784	2
0	3865	4462	4462	4462	2
0	264	3144	3144	3144	2
1	424	448	617	617	2
0	264	4703	4703	4703	2
1	424	446	2296	2296	2
0	279	2751	2751	2751	2
0	264	1813	1815	1815	2
1	424	451	720	720	2
0	12	257	3258	4304	2
0	261	2506	2901	2580	2
1	424	446	686	686	1
1	424	449	791	791	1
1	424	450	835	835	1
1	424	448	625	625	1
0	2	2804	2806	2806	1
0	4707	278	4765	4765	1
0	3629			3629	1
1	424	447	754	754	1
0	264	1813	1941	1941	1
0	261	2506	2617	2617	1
0	264	1813	1946	1946	1
0	264	1813	1944	1944	1
0	264	1813	1943	1943	1
1	3866	4103	4103	4103	1
0	4603	463	2070	2070	1
0	2	123	3410	3493	1
1	424	1270	1470	1484	1
1	424	449	795	795	1
1	424	446	692	692	1
0	462	1523	4024	4288	1
1	424	447	950	950	1
1	424	447	770	770	1
0	2448	2279	2717	2717	1
1	424	450	868	868	1
1	424	446	690	690	1
0	2	2490	84	4303	1
1	424	447	774	774	1
1	3866	4019	4019	4019	1
1	424	451	948	948	1
0	4707	278	2449	4218	1
1	424	448	870	870	1
0	462	1370	2468	3119	1
0	4	3141	3141	3141	1
0	264	3872	3872	3872	1
1	424	450	1004	1004	1
0	462	1523	4024	4598	1
0	3865	4036	3997	4063	1
0	2	436	93	4509	1
1	424	449	971	971	1
0	3865	4036	3997	3995	1
1	424	450	2305	2305	1
0	4707	278	3689	3689	1
1	424	447	769	769	1
1	424	445	2267	2267	1
0	2	1253	3910	3911	1
1	1568	4057	3941	3941	1
0	289	3737	3703	3703	1
0	4603	323	1831	3444	1
0	3630	3633	4589	4589	1
1	424	448	626	626	1
0	462	1523	1524	2116	1
0	4	3139	3139	3139	1
0	2	2804	2808	2808	1
0	3630	3632	3634	3634	1
1	424	448	2367	2367	1
0	264	265	13	3441	1
0	462	1370	2468	3120	1
0	462	1371	4592	4592	1
0	264	364	4430	4431	1
0	462	1370	3194	3266	1
0	264	3877	3877	3877	1
0	4	1198	1368	3432	1
0	462	1370	2469	2478	1
0	2	3985	3985	3985	1
0	12	256	2217	1720	1
1	424	445	654	654	1
0	4603	323	11	1380	1
1	424	451	746	746	1
0	289	3737	3800	3800	1
0	12	3909	3327	4302	1
0	2448	134	2520	2520	1
0	12	258	3364	3369	1
1	424	449	801	801	1
0	4707	278	3153	3153	1
1	424	448	603	603	1
1	424	448	592	592	1
0	462	277	287	4597	1
1	424	446	1365	1365	1
0	4707	278	3993	3993	1
0	264	1813	1956	1956	1
0	264	1813	1949	1949	1
1	424	447	760	760	1
0	2	109	110	3040	1
0	2	109	4270	4270	1
0	289	3796	3792	3794	1
1	424	449	2301	2301	1
1	424	448	628	628	1
1	424	448	875	875	1
1	424	447	758	758	1
1	424	444	571	571	1
1	424	448	615	615	1
1	424	449	798	798	1
1	424	449	827	827	1
1	424	446	926	926	1
1	424	447	780	780	1
0	264	4136	4137	4137	1
1	1568	3945	3945	3945	1
0	267	2865	1519	1519	1
0	4	3991	3991	3991	1
1	424	447	772	772	1
0	4	1202	4631	3863	1
